EIN,Name
651301410,THE CONCORD WOMENS CHORUS INC
680674549,MOTHERS AND FATHERS FOR MOTHERLESS AND FATHERLESS MFMF
680681530,WORLD WIDE WOMEN OF PRAISE PRAYER AND PEACE MINISTRY
710941605,ELIZABETH SETON ACADEMY INC
720904716,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB GREATER NEW ORLEANS
721164995,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC LOUISIANA
731722348,ESPERANZA ACADEMY INC
741934637,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC HOUSTON
742162761,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1966 CLASS OF
743051057,WELLESLEY COLLEGE ALUMNAE ASSOCIATION CLASS OF 2002
743100810,EMH RECOVERY INC
743174056,LA LECHE LEAGUE INTERNATIONAL INC LLL WACHUSETT NORTH
743194677,LOWELL DIRT DOGS GIRLS SOFTBALL LEAGUE INC
743204402,FRIENDS OF SCITUATE GIRLS HOCKEY INC
746047971,WELLESLEY COLLEGE ALUMNAE ASSOC AUSTIN WELLESLEY CLUB
751563955,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC DALLAS FORT WORTH
752844629,SUSAN G KOMEN BREAST CANCER FOUNDATION CONNECTICUT AFFILIATE
753051986,LA LECHE LEAGUE INTERNATIONAL INC LLL UPPER CAPE ID 13253
753175497,ASSOCIATION FOR WOMEN IN SCIENCE INC MASSACHUSETTS
753197031,ALFANAR INC US
753242163,WOMANS CLUB OF NEWTON HIGHLANDS
770596609,ASIAN SISTERS PARTICIPATING IN REACHING EXCELLENCE INC ASPIRE
770636031,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSSETTS INC GFWC PAST STATE PRESIDENTS CLUB
770661953,MATTHEW 28 MINISTRIES INC
770683799,MIL MILAGROS INC
770697869,KEEPING PACE WITH MULTIPLE MIRACLES INC
800299327,HARVARD WOMENS LEADERSHIP PROJECT ALUMNI NETWORK INC
800367945,LA LECHE LEAGUE INTERNATIONAL INC LLL BAY STATE
800473732,AMATEUR ATHLETIC UNION OF THE UNITED STATES MASS WILDCATS GIRLS BASKETBALL
800485895,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS INC GR WORCESTER MOTC
800690270,EVERETT GIRLS SOFTBALL LEAGUE
800758544,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2011 CLASS OF
800787743,BABY CAFE USA INC
800806385,MEGAN LALLY MEMORIAL FUND INC
800843477,LIVING WATER OUTREACH FOR GIRLS
800924557,WOMEN COMMON INTIATIVE GROUP WCIG
800938974,MARSHFIELD WOMENADE INC
800967564,SCHOOL OF LEADERSHIP AFGHANISTAN INC
810555438,OPERATION FRIENDSHIP OF AMERICA INC STURBRIDGE CHAPTER
810623547,SUDBURY GIRLS SOFTBALL LEAGUE INC
810692862,BOSTON INTERNATIONAL TURNER SYNDROME SUMMIT
810729618,THE ACADEMY AT PENGUIN HALL INC
810774661,BOSTON ROLLER DERBY INC
810812687,MOTHERLAND CONCEPTS INC
810896884,WOMEN IN RECOVERY PROJECT
811331899,BOSTON BATBUSTERS INC
811460996,BARNSTABLE GIRLS LACROSSE
811525549,NEW BEGINNINGS REENTRY SERVICES INC
811551835,WOMEN RISING UP INC
811646597,WOMEN SURVIVORS OF HOMICIDE MOVEMENT INC
811771350,FRIENDS OF@FIRST PARISH MEETINGHOUSE INC
811776903,VENEZUELAN WOMEN IN ACTION CORP
811855256,WELLESLEY COLLEGE ALUMNAE ASSOCIATION WELLESLEY CLUB OF AUSTIN
811880416,ASSOCIATION FOR WOMEN IN SCIENCE INC CENTRAL MASSACHUSETTS
811920787,NORTH ANDOVER WOMENS CLUB
812009356,JOYGURU HUMANITARIAN SERVICES INC
812037509,NEW ENGLAND TRAFFICKING AFTERCARE COALITION INC
812530502,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2016 CLASS
812629875,SEWPPORTIVE FRIENDS
812637646,RIM POWER INC
812755512,MEDIAGIRLS INC
813003840,CULTURA LATINA DANCE ACADEMY INCORPORATED
813123118,ASSOCIACAO DE MULHERES EMPREENDEDORAS CORP
813144040,PARENT BOOSTER USA INC SOMERVILLE GIRLS BASKETBALL PARENT
813221839,BOSTON WOMEN IN PRIVATE EQUITY INC
813241387,CONNECTING THE DOTS DREAM GARMENT INC CONNECTING THE DOTS DREAM GARMENT
813358492,BEDFORD GIRLS SOCCER CLUB INC
813407491,PINK W A Y FOUNDATION INC
813415559,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA NEWBRIDGE
813606527,WOMENS WORTH INC
813625517,GIFTS OF HOPE UNLIMITED INC
813646918,LIVING IN FREEDOM TOGETHER LIST INC
813674949,CAPE VERDEAN WOMEN UNITED INC
813692482,SAREPTA WOMENS AND CHILDREN EMPOWERMENT CENTER INC
813841086,PORT CITY WOMEN NETWORKING ORGANIZATION
813959879,LOWELL TRAVEL GIRLS BASKETBALL
813980673,NATIONAL COUNCIL FOR INCARCERATED AND FORMERLY INCARCERATED WOMEN
814013713,PALMER DOMESTIC VIOLENCE TASK FORCE INC
814175071,MARBLEHEAD GIRLS BASKETBALL LEAGUE
814226552,NEPALI WOMENS GLOBAL NETWORK NEW ENGLAND CHAPTER
814319949,FRIENDS OF THE SISTERS OF ST JOSEPH OF SPRINGFIELD INC
814339272,HOOSAC VALLEY GIRLS BASKETBALL BOOSTER CLUB
814352543,MARCH FOR MOMS ASSOCIATION
814412684,HELP TIBETAN NUNS INC HELP TIBETAN NUNS
814456986,FRIENDS OF CCHS GIRLS BASKETBALL INC
814461474,NORTHEAST CENTER FOR TRADESWOMENS EQUITY
814536098,WATCH THE WOMEN INC
814572839,DIGNITY MATTERS INC
814681006,SECRET FEATHER INC
814711120,READING SOFTBALL LL 308403 READING SOFTBALL LL
814822649,EFFING FOUNDATION FOR SEX POSITIVITY INC
814840574,METROWEST CONFERENCE FOR WOMEN
814893884,ACS GIRLS SOFTBALL
814914883,VANESSA T MARCOTTE FOUNDATION A NONPROFIT CORPORATION
814989970,CHARLESTOWN GIRLS SOFTBALL
814999393,FAMILY HEALTH PROJECT INC
815063201,WOMENS FOUNDATION OF BOSTON INC
815091900,LATINA CENTER MARIA
815309986,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC CLASS OF 2015
820553440,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC HOLYOKE CLUB OF UTAH
820639698,INDIA HERITAGE FOUNDATION BOSTON
820639819,OLD COLONY WOMENS SOCCER LEAGUE
820850207,NHS SOFTBALL BOOSTERS
820897130,WOMENS SUFFRAGE CELEBRATION COALITION OF MASSACHUSETTS INC
820921478,MSP WIVES INC
821006832,DEEPAFORWOMEN INC
821014643,BOSTON WOMENS LEADERSHIP COUNCIL INC A NOT FOR PROFIT CORPORATION
821074738,WESTERN MASS MOM PROM
821195041,HARVARD KENNEDY SCHOOL ALUMNAE NETWORK
821341223,WOMEN OF GRACE CLUB OF WORCESTER
821505012,FRIENDS OF ARMY WOMENS BASKETBALL
821685983,BETH MARTIN MEMORIAL FOUNDATION INC
821788504,CONGOLESE AMERICAN WOMEN EMPOWERMENT AND LEADERSHIP
821802719,GEMS GIRLS EMPOWERED TO MASTER SUCCESS INC
821859365,NEIGHBORHOOD VILLAGES INC
821921409,CARE INSTITUTE INC
822041951,CAROLS CORNER FOUNDATION INC
822069197,UNIVERSITY OF MASSACHUSETTS CAPE COD GIRL POD 4 H CLUB
822108576,BOSTON WOMEN INC
822339928,MERRIMACK VALLEY PREGNANCY SERVICES INC
822607583,DESI WOMEN EMPOWERED INCORPORATED
822904915,FREEDOM LAB
822936738,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC CLASS OF 2016
822953427,SURVIVINGBREASTCANCER
822984772,CAROLYN E GREEN WOMEN IN LIFE SCIENCE LEADERSHIP SCHOLARSHIP INC
823074826,WELLESLEY COLLEGE ALUMNAE ASSOCIATION CLASS OF 2017
823135909,DAUGHTERS OF SARAH FROM AFRICA TO THE WORLD INC
823281109,DUXBURY GIRLS YOUTH LACROSSE INC
823313678,SYMBOL OF FIRE WOMEN INTERCESSORY MINISTRIES
823515033,BRIDGEWATER RAYNHAM GIRLS YOUTH LACROSSE
823528268,FAMILY INDEPENDENCE INC
823580675,ESD GLOBAL INC
823777262,HOPE MOBILIZATION INC
823792277,PREGNANCY FAMILY SERVICES LLC
823863767,GIRLS WHO BUILD
823911945,HOLDEN GIRLS SOFTBALL LEAGUE INC
824167948,LATINA CIRCLE INC
824191532,NEW ENGLAND GRADUATE WOMEN IN SCIENCE AND ENGINEERING INCORPORAT NE GWISE
824260367,WOMEN OF ROCK ORAL HISTORY PROJECT
824260386,MOM BOMB INC
824356389,AFRICAN AMERICAN FEMALE PROFESSOR AWARD ASSOCIATION
824375955,TURNING THE TIDE OVARIAN CANCER RETREATS INC
824401597,BOSTON EMERALDS GIRLS BASKETBALL CLUB INC
824446310,WOMEN MARINES ASSOCIATION CPL HOLLY CHARETTE RI 2
824720011,BLESSED WOMEN FEEDING THE HOMELESS
825019537,HEALING EMOTIONS AFTER BREAST CANCER INC
825109799,WALPOLE GIRLS LACROSSE INC
825138198,NAZDA ALAM FOUNDATION FOR MUSLIM WM CIVIC ENGAGEMENT AND LEADERSHIP INC
825207582,WOMEN IN MACHINE LEARNING INC
825337651,GREAT PRETENDERS BENEFIT CONCERTS
825384114,FEMININE EMPOWERMENT MOVEMENT SLAM FEMS
825384518,BREAST CASE SCENARIO
830346732,OPTIONS WOMENS SELF DEFENSE INC
830382356,NEW ENGLAND CHAPTER SISTERS IN CRIME
830396815,PROJECT HEALTHY CHILDREN INC
830491943,GIRLS GOLF OF NEW ENGLAND INC
830636964,FRONTLINE FERTILITY FOUNDATION INC
830662057,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLASS OF 2018
830686704,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC MOUNT HOLYOKE COLLEGE CLASS OF 2017
830808525,KOHA GIRLS INC
830887927,DYRHS GIRLS LAX BOOSTER INC DY GIRLS LAX
831107308,HAWKS GIRLS BASKETBALL BOOSTER CLUB INC
831236247,VIRSA FOUNDATION INC
831267250,WOMEN ON THE RISE NEW ENGLAND INC WOMEN ON THE RISE NEW ENGLAND
831409875,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC CLASS OF 2018
831558389,HOPKINTON GIRLS YOUTH LACROSSE
831606056,SECOND TIMES A CHARM
831727693,WOMANS BUSINESS NETWORK INC WOMANS BUSINESS NETWORK
831771945,RESILIENT SISTERHOOD PROJECT INC
831849400,NEW ENGLAND WOMENS HOCKEY ALLIANCE
831862573,GIRLY GENIUS CORPORATION GIRLY GENIUS
831935940,MEDEXECWOMEN INC
832028900,SHAMBHAVI WEFORSHE FOUNDATION WEFORSHE FUND
832035469,NEW ENGLAND WOMENS SPORTS FOUNDATION INC
832073988,STRONG WOMEN IN ACTION SWIA
832222216,HOPE FOR WOMEN ORG INC
832259887,WOMENS EMPOWERMENT SCHOLARSHIP
832262248,WALPOLE GIRLS FIELD HOCKEY INC
832355050,LOVELY SISTERS OF BOSTON
832387767,SEXUAL VIOLENCE PREVENTION ASSOCIATION SVPA INC
832406408,MY DAUGHTERS CAN WE TALK INC
832464999,AHS GIRLS BASKETBALL BOOSTERS INC
832568790,STRIVERS INC SCHOLARSHIP FUND
832669843,GLOBAL NEWBORN SOLUTIONS INC
832747099,GAY SONS AND MOTHERS INC
832763587,NORWELL GIRLS SOFTBALL ASSOCIATION INC
832846579,OUR GIRL LINDA
832913157,MARSHFIELD GIRLS TRACK AND FIELD BOOSTERS
833009340,TEAM ANDREA
833307979,WOMEN THRIVING INC
833323975,GIRLS EMPOWERED AND MOTIVATED INC A NOT FOR PROFIT CORPORATION
833469974,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION 1 094 MA HANNAH WINTHROP CHAPTER
833533030,WEB GIRLS ICE HOCKEY
833632901,NEIGHBORHOOD BIRTH CENTER
833712248,KRIOLAS PROFESSIONAL ASSOCIATION INC
833762852,SISTERS OF OUR LADY OF MERCY INC
833912681,EDWARDS EMPOWERMENT FUND CORP
834002765,WOMEN MARINES ASSOCIATION MA 3 CAPTAIN JENNIFER HARRIS CHPT
834151327,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC MOUNT HOLYOKE COLLEGE FAIRFIELD VIL
834157374,NATIONAL SOCIETY DAUGHTERS OF THE UNION 1861 1865 SGT WILLIAM H CARNEY CHAPTER
834240431,BOSTON GIRLS EMPOWERMENT NETWORK INC
834422402,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC MOUNT HOLYOKE COLLEGE CLASS OF 2013
834437376,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC MOUNT HOLYOKE COLLEGE CLASS OF 1971
834587053,LA LECHE LEAGUE OF THE UNITED STATES OF AMERICA LLL MERRIMACK VALLEY
840736927,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC COLORADO
841703424,WEST ROXBURY FRIENDS OF ROSIES PLACE
841748548,ABORTION ACCESS FOR ALL INC
841828113,NEW LIFE BIRTHING CENTERS INC
841873847,TOGETHER FOR WOMEN INTERNATIONAL INC
842040043,YOUNG GIRLS INDIA
842055275,ETHEL ROSE HOUSE OF REFUGE FOR WOMEN AND CHILDREN INC
842219590,WILMINGTON HIGH SCHOOL GIRLS LACROSSE BOOSTERS INC
842294117,WOMENX INC
842382448,ROUTE ONE MINISTRY INC
842474528,AFRICAN WOMEN IMMIGRANT CARE AWIC
842500561,YOUNG SISTERS UNITED STEPHANIE QUEZADA SOLE MBR
842615139,MYNA MAHILA USA INC MYNA MAHILA USA
842639537,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY COLLEGE CLASS OF 2019
842641670,GREATER LAWRENCE ITALIAN WOMENS CLUB INC
842748321,EACH MOMENT WERE ALIVE INC
842759523,FRIENDS OF WILMINGTON GIRLS SOCCER INC
842784377,ASSOCIATION OF WOMEN IN MINISTRY INTERNATIONAL AWMI
842986175,CENTER FOR DEVELOPMENT AND EMPOWERMENT OF WOMEN INC
843345547,GIRLS ARE EQUAL INC
843375254,METROWEST WOMENS FUND INC
843535784,MOXIE GIRLS
843631539,PRAYING WOMEN WORLDWIDE INC
843691391,WOMEN OF THE OUTDOORS INC
843716455,BOSTON SLAMMERS GIRLS BASEBALL INC
843768326,GREENLIGHT FOR GIRLS
843984507,WIC SOCIAL SERVICES INC
844427785,BEATS BY GIRLZ INC
844648000,NEW BEHWALAY DEVELOPMENT CORPORATION
844688347,EARLY CAREER MENTORING WORKSHOP FOR WOMEN IN PHILOSOPHY
844862464,BRAVE INC
844956061,WITH WOMEN KISOBOKA
844959034,JAHAN WOMEN AND YOUTH INTERCULTURAL ORGANIZATION
845004785,SOCIETY FOR WOMEN IN MARINE SCIENCE INC
845029562,CRUSH GIRLS SOFTBALL ORGANIZATION WALPOLE CRUSH
845048084,GK FUND INC GK FUND
850497216,GOVERNMENT GIRLS SECONDARY SCHOOL METHODIST GIRLS HIGH SCHOOL GGSS MGHS ALUMNI ASSOC IN THE DIAS
850531600,BHS GIRLS SWIM AND DIVE
850588158,WHEN WOMEN RISE INC
850621591,INTERCOLLEGIATE ROWING ASSOCIATION INC
850795478,RISE AGAIN THE SABRINA BEST FOUNDATION INC
850908781,LAUNCH GURLS
851046654,BLESSED WOMEN MINISTRY
851614721,MOTHERS AGAINST RACISM
851938766,MIGHTY MOOSE FOUNDATION INC
852736211,BLACK WOMEN IN HIGHER ED INC
852811763,M F LEGACY INC
852836932,MANKIND ACCREDITED DEVELOPMENT ACTIVITIES MOVEMENT MADAM
852928227,WOMEN WHO WIN INC
853122984,PRECIOUS GEM MINISTRIES
853222606,WOMENS FUND SOUTHCOAST
853568744,SURVIVOR STORIES PROJECT INC
853656921,SEXUAL VIOLENCE CONNECTOR INC
853685304,STRONG GIRLS UNITED WOMEN
853702377,GLOBAL WOMENS HEALTH INITIATIVE
853855603,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION PARSON ROBV 1095MA
853899226,LAMPLIGHT WOMENS LITERACY CENTER INC
853940541,WOMEN IN MEASUREMENT INC WOMEN IN MEASUREMENT
854238175,TRITON VIKINGS GIRLS SOCCER BOOSTERS INC
854370212,NORTHEAST NATIVE NETWORK OF KINSHIP AND HEALING INCORPORATED
854386027,ACCOMPANY DOULA CARE INC
860318935,WELLESLEY COLLEGE ALUMNAE ASSOC TUCSON WELLESLEY CLUB
860617623,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC CENTRAL AND NORTHERN ARIZONA
861110727,WEB OF BENEFIT INC
861183605,BIPOC FEMALE FOUNDERS FUND INC
861243929,BI WOMEN QUARTERLY INC
861252356,MUSLIM GIRLS READ INC
861305672,SISTAHS FOR AFRICA DEVELOPMENT QUEEN MOTHER NDUINGNYI FOUNDATION
861452812,WELLESLEY GIRLS LACROSSE
861600310,PARENT BOOSTER USA INC FRIENDS OF FHS GIRLS SWIM AND DIVE
861674642,ABINGTON GIRLS SOFTBALL INCORPORATED
861738382,MECHOS GIRLS
862260246,LOBULAR BREAST CANCER ALLIANCE INC
862278290,WOMEN CHANGEMAKERS FOR EDUCATION INC
862818242,MASSACHUSETTS WOMEN IN CANNABIS INC
862914907,NAHANT WOMANS CLUB OF THE NORTH SHORE
863116621,WELLESLEY RAIDERS GIRLS LACROSSE BOOSTER CLUB
863318068,MOTHERLAND FOUNDATION
863790278,HOPEDALE WOMENS HISTORY PROJECT
870762309,UNITED COVENANT SONS AND DAUGHTERS MINISTRIES INC
870795526,SMART WOMAN SECURITIES
871076315,BLESSED MOTHER OF THE MORNING STAR PARISH
871110110,MARSHFIELD HIGH SCHOOL GIRLS HOCKEY NET MHS GIRLS HOCKEY NET
872597078,NEW ENGLAND WOMEN S POOL ALLIANCE INC
872795904,FRIENDS OF LINCOLN SUDBURY GIRLS SOCCER INC
873156559,LOVE YOUR NEIGHBOR MATERNITY HOME INC
873303013,HISPANIC IMAGE SMART WOMENS BIZ HUB
873431963,MIND OVER MATTER M O M INC
880502451,WELLESLEY COLLEGE ALUMNAE ASSOCIATION SIERRA WELLESLEY CLUB
882189751,PEPFP WOMEN AND CHILDRENS FAMILY MINISTRY
900018088,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1998 CLASS OF
900018090,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2000 CLASS OF
900018092,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2001 CLASS OF
900026660,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1973 CLASS OF
900026672,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1986 CLASS OF
900026673,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1991 CLASS OF
900026678,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1996 CLASS OF
900186411,LADIES AUXILIARY MILLBURY FIRE DEPARTMENT CORP
900276679,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2006 CLASS
900297789,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC PIONEER VALLEY WOMENS CLUB
900370201,MOTHERS THURSDAY CLUB
900402513,BINAH SCHOOL
900440392,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC DUDLEY WOMANS CLUB
900440395,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC PLYMOUTH MA
900582794,COMITE DE FESTEJOS DE LOMA LARGA EN BOSTON
900688545,WOMENS MONEY MATTERS INC
900717463,RADCLIFFE CHORAL SOCIETY FOUNDATION RCSF
900930510,GRANDMOTHERS AGAINST GUN VIOLENCE GAG
901033784,INTERNATIONAL ORDER OF THE RAINBOW GIRLS SUPREME ASSEMBLY 114 BARRE ASSEMBLY
911651281,WOMENSPORT INTERNATIONAL
911811542,NATIONAL NETWORK OF ABORTION FUNDS JANE FUND OF CENTRAL MASSACHUSETTS
911819138,WELLESLEY COLLEGE ALUMNAE ASSOC 1962 CLASS
911819143,WELLESLEY COLLEGE ALUMNAE ASSOC 1973 CLASS
911825147,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC PUGET SOUND
911917315,NATIONAL COUNCIL OF NEGRO WOMEN INC GREATER BOSTON SECTION
911924022,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 1998 CLASS
912084369,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1999 CLASS OF
912101572,WOMENS FREEDOM CENTER ADVOCACY FOR ENDING INTIMATE PARTNER ABUSE
912142116,WELLESLEY COLLEGE ALUMNAE ASSOCIATION WELLESLEY IN SC AND COASTAL GEORGIA
912142121,WELLESLEY COLLEGE ALUMNAE ASSOCIATION WELLESLEY CLUB OF NEW MEXICO
912142122,WELLESLEY COLLEGE ALUMNAE ASSOCIATION MEMPHIS WELLESLEY CLUB
912142123,WELLSELEY COLLEGE ALUMNAE ASSOCIATION UTAH WELLESLEY CLUB
912142394,WELLESLEY COLLEGE ALUMNAE ASSOCIATION ARKANSAS WELLESLEY CLUB
936042146,WELLESLEY COLLEGE ALUMNAE ASSOC OREGON WELLESLEY CLUB
942103578,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC SOUTHERN CALIFORNIA
942434609,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC NORTHERN CALIFORNIA
942498376,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC PENINSULA
943447958,SIERRA LEONE WOMANS MOVEMENT IN MASSACHUSETTS INC
943465310,EMASS GIRLS SOFTBALL
946138227,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF SILICON VALLEY
