,organizationName,id,name,description,address,categories,revenue,EIN,totcntrbgfts,totcntrbs,boston_region
76,New Life Furniture Bank of MA Inc,1012175,New Life Furniture Bank of MA Inc,"Part 1: new life provides gently used donated household furnishings to individuals and families transitioning out of homelessness, victims of fire, those escaping domestic violence, military veterans, and refugees.",PO Box 573,GV,650463,463642814,873522.0,,Yes
77,Chica,954891,Chica,"Part 1: the organization's vision is to create a future where every young woman of color has access to the education, experiences, and guidance required to realize her true potential through dedicated leadership development, which is fostered by a community of intergenerational mentors of color. - Part 3: the organizations mission is to close the opportunity divide for latinas and other women of color by empowering them with the skills, confidence, and network necessary to thrive personally and professionally.",1266 Furnace Brook Pkwy Ste 410,WPSB,649527,453866647,1162195.0,,Yes
78,Resilient Sisterhood Project Inc,2117400,Resilient Sisterhood Project Inc,"Part 1: the resilient sisterhood project's mission is to educate and empower women of african descent regarding common but rarely discussed diseases of the reproductive system that disproportionately affect them. We approach these diseases and associated issues through a cultural and social justice lens, as we believe that poor knowledge of reproductive health is primarily related to health, racial, and socioeconomic disparities.",263 Huntington Ave Suite 302,RH,614500,831771945,372663.0,,Yes
79,Find the Cause Inc,1946461,Find the Cause Inc,Part 1: the mission of find the cause breast cancer foundation is to fund scientific research on the environmental causes of breast cancer and to educate the public on prevention.,74 Elmwood Rd,WHLTH,613552,43506574,919404.0,,Yes
80,Youth Empowerhouse Corp,1945755,Youth Empowerhouse Corp,"Part 1: dedicated to promoting the health education and wellbeing of school aged children within the community - part 3: dedicated to promoting the health, education and well being of school aged children within the community",7 William St,GIRL,594194,42104286,420442.0,,Yes
81,Armenian Womens Welfare Association Inc,664481,Armenian Womens Welfare Association Inc,"Part 1: to provide financial and program support to the armenian nursing and rehabilitation center, Inc., A non-profit long-term care and short-term rehab facility and other qualified charitable organizations with a related purpose. - Part 3: the organization's mission is a) to provide financial and program support to the armenian nursing and rehabilitation center, Inc. (Anrc) that provides housing and nursing facilities for aged and needy persons; b) to provide financial and program support to other qualified, publicly supported, charitable organizations closely related in purpose or function to the anrc. C) to provide financial and program support either directly or to other qualified, publicly supported charitable organizations closely related in purpose or function to the anrc for the purpose of providing care, comfort, relief and assistance to indigent persons of all ages; d) to encourage and motivate the making of gifts and donations by deed, will, or otherwise for the advancement, promotion and maintenance of the purposes and objectives of the anrc and the other organizations designated by the articles of organization and to conduct public fund-raising activities on behalf of the anrc.",431 Pond St,WSNW,587961,300254355,8460.0,,Yes
82,Womens Money Matters Inc,1468672,Womens Money Matters Inc,"Part 1: budget buddies, Inc. Provides financial wellness programs for women on low incomes in the state of massachusetts. - Part 3: budget buddies, Inc. Empowers low-income women through financial literacy. The organization's comprehensive programming combines one-to-one coaching with a series of workshops that develop core money management skills and self-esteem.",6 Liberty Square 2697,WHSV,571938,900688545,,,Yes
83,Womens Hockey East Association,1141196,Womens Hockey East Association,"Part 1: intercollegiate women's ice hockey - part 3: to promote, carry out, supervise and control intercollegiate women's ice hockey among member educational institutions. To support charitable and educational activities.",11 Chestnut St,GIRL,517758,562296622,,,Yes
84,Empower Her Inc Empower Her,1007657,Empower Her Inc Empower Her,Part 1: organization provides support to young woman and girls who have experienced the early loss of their mothers.,759 Chief Justice Cushing Hwy,WHSV,515431,463196791,1626216.0,,Yes
85,Reproductive Equity Now Foundation Inc,1945861,Reproductive Equity Now Foundation Inc,Part 1: to support the right of every woman to make personal decisions regarding the full range of reproductive choices.,1 Federal St FL 5,WADV,511167,42679358,357705.0,,Yes
86,Creative Action Institute Inc,375205,Creative Action Institute Inc,"Part 1: creative action institute catalyzes community-driven solutions that advance gender equality and build a sustainable planet. Through our experiential trainings, convenings and coaching, we develop creative leaders, build networks and support grassroots advocacy globally.",240 County Rd,ND,487267,203995543,420063.0,,Yes
87,A Womans Concern Inc,421569,A Womans Concern Inc,Part 1: we offer pregnancy confirmation servcies including lab quality pregnancy testing and obstetrical ultrasounds for women and couples facing unplanned/unwanted pregnancies. We also offer educaiton and information on the the options available. - Part 3: we offer pregnancy confirmation servcies including lab quality pregnancy testing and obstetrical ultrasounds for women and couples facing unplanned/ unwanted pregnancies. We also offer eductaion and inforamton on the three options available.,103 Broadway,WHLTH,478301,223196616,634651.0,,Yes
88,Mother Brook Arts and Community Center Inc,962810,Mother Brook Arts and Community Center Inc,"Part 1: the center's specific mission is to act as a catalyst for the economic development revitalization and enrichment of the surrounding neighborhood and town of dedham. - Part 3: the center's specific mission is to act as a catalyst for the economic development, revitalization and enrichment of the surrounding neighborhood and the town of dedham.",12 School St,WHSV,471426,454631121,167211.0,,Yes
89,Mother Brook Arts and Community Center Inc,962810,Mother Brook Arts and Community Center Inc,"Part 1: the center's specific mission is to act as a catalyst for the economic development revitalization and enrichment of the surrounding neighborhood and town of dedham. - Part 3: the center's specific mission is to act as a catalyst for the economic development, revitalization and enrichment of the surrounding neighborhood and the town of dedham.",12 School St,WHSV,471426,454631121,241227.0,,Yes
